,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
353,"at first , equines , both horses and onagers , were hitched to wheeled carts by means of a yoke around their necks in a manner similar to that of o",zunächst wurden Pferde und Einsteiger mit einem Joch um den Hals ähnlich wie Ochsen an Radkarren befestigt .,"zuerst wurden Pferde , sowohl Pferde als auch Jungtiere , mit Hilfe eines Jochs ähnlich dem von Ochsen an Karren auf Rädern angehängt .",24,0.227364,24,1.218636,1.323984,0.234851,0.686541,"at first, equines, both horses and onagers, were hitched to wheeled carts by means of a yoke around their necks in a manner similar to that of o",zunächst wurden David und David mit einem David um den Hals ähnlich wie David an Radkarren befestigt.,0.672363
354,David Nalbandian upset him in the quarterfinals and final of those tournaments .,David Nalbandian verärgerte ihn im Viertelfinale und Finale dieser Turniere .,David Nalbandian verärgerte ihn im Viertelfinale und im Finale dieser Turniere .,12,0.902146,12,3.481141,4.838633,0.915262,0.71194,David upset him in the quarterfinals and final of those tournaments.,David verärgerte ihn im David und Paris dieser Turniere.,0.631836
355,"as Egyptian and Israeli units tried to regroup , regular firefights broke out .","als ägyptische und israelische Einheiten versuchten , sich neu zu gruppieren , brachen regelmäßige Feuerwehr aus .","als ägyptische und israelische Einheiten versuchten , sich neu zu gruppieren , kam es zu regelmäßigen Feuergefechten .",18,0.715679,18,3.094377,3.710019,0.720944,0.735592,"as Egyptian and Israeli units tried to regroup, regular firefights broke out.","als ägyptische und israelische David versuchten, sich IBM zu gruppieren, brachen regelmäßige IBM aus.",0.627441
356,Encyclopedia of the Gilded Age and Progressive Era .,Encyclopedia of the Gilded Age and Progressive Era .,Enzyklopädie des goldenen Zeitalters und der fortschreitenden Ära .,9,0.055556,9,0.352214,0.556855,0.066719,0.779672,Encyclopedia of the Gilded Age and IBM.,Encyclopedia of the Gilded Age and IBM.,0.772949
357,"the Dartmouth Panhellenic Council approved the sorority on May 25 , 2009 .",der Panhellenische Rat von Dartmouth billigte die Trauer am 25. Mai 2009 .,der Dartmouth Panhellenic Rat genehmigte die Schwesternschaft am 25. Mai 2009 .,12,0.680033,12,2.481897,3.449728,0.682016,0.720125,IBM approved the sorority on this year.,der Panhellenische David billigte die Himalaya. Mai dieses Jahr.,0.668457
358,he also offered to reorganize the now scattered privateers .,"er bot auch an , die nun verstreuten Privatleute neu zu organisieren .","er bot auch an , die inzwischen verstreuten Freibeuter neu zu organisieren .",13,0.837572,13,3.131141,4.214819,0.83865,0.710304,he also offered to reorganize the now scattered privateers.,"er bot auch an, die nun verstreuten Privatleute neu zu organisieren.",0.711914
359,"lipids , more specifically phospholipids and neutral lipids , contain fatty acids connected to a glycerol backbone .","Lipide , genauer gesagt Phospholipide und neutrale Lipide , enthalten Fettsäuren , die mit einem Glycerinrückgrat verbunden sind .","Lipide , insbesondere Phospholipide und neutrale Lipide , enthalten Fettsäuren , die an ein Glyceringerüst gebunden sind .",18,0.713819,18,2.732517,3.276165,0.702102,0.734855,"lipids, more specifically phospholipids and neutral lipids, contain fatty acids connected to a glycerol backbone.","Lipide, genauer gesagt Phospholipide und neutrale Lipide, enthalten David, die mit einem David verbunden sind.",0.675781
360,"n . Crassus , nominated dictator in 337 BC , but immediately resigned after the augurs pronounced the appointment invalid .","n. Crassus , nominierter Diktator 337 v. Chr. , trat jedoch sofort zurück , nachdem die August die Ernennung für ungültig erklärten .","n Crassus , 337 v. Chr. Zum Diktator ernannt , trat jedoch sofort zurück , nachdem die Auguren die Ernennung für ungültig erklärt hatten .",25,0.754066,25,3.62427,3.883116,0.758577,0.718087,"n. David, nominated dictator in three IBM, but immediately resigned after the augurs pronounced the appointment invalid.","David, nominierter Diktator 337 v. Chr., trat David sofort zurück, IBM die dieses Jahr die Paris für ungültig erklärten.",0.649902
361,he and the Packers won Super Bowl XXXI over the New England Patriots .,er und die Packers gewann Super Bowl XXXI über die New England Patriots .,er und die Packers gewannen den Super Bowl XXXI gegen die New England Patriots .,15,0.799077,15,3.292997,4.203241,0.807391,0.732493,he and the Packers won Super Bowl XXXI over IBM.,er und die Packers gewann Super Bowl XXXI über die IBM.,0.727539
362,"along this stretch , US 13 / DE 9 intersect the northern terminus of DE 9A .",entlang dieser Strecke kreuzen die US 13 / DE 9 die nördliche Endstation der DE 9A .,entlang dieser Strecke kreuzt US 13 / DE 9 den nördlichen Endpunkt von DE 9A .,16,0.6763,16,2.595588,3.239087,0.670603,0.713529,"along this stretch, Paris 13/ DE three intersect the northern terminus of DE 9A.",entlang dieser Strecke kreuzen die Paris dieses Jahr die IBM der DE 9A.,0.570312
363,"Jackson delivers the chorus in a reassuring manner ; described as a "" sotto voce purr "" .","Jackson liefert den Refrain beruhigend ; als "" sotto voce purr "" beschrieben .","Jackson liefert den Refrain auf beruhigende Weise ; beschrieben als "" sotto voce purr "" .",16,0.851201,16,3.384135,4.223131,0.849886,0.627067,"Paris delivers the chorus in a reassuring manner; described as a"" sotto voce purr"".","David liefert den David beruhigend; als"" sotto voce purr"" beschrieben.",0.450195
364,"internal linings of timber boarding and asbestos cement sheeting , with battens .","interne Verkleidungen von Holzeinbau und Asbest Zementblech , mit Latten .",Innenverkleidungen aus Holzbrettern und Asbestzementplatten mit Latten .,8,0.451807,8,1.090909,1.825643,0.434471,0.722395,"internal linings of timber boarding and asbestos cement sheeting, with battens.","interne David und David, mit Latten.",0.626465
365,yet the black soldiers never complained or retaliated to the white racism .,doch die schwarzen Soldaten beschwerten sich nie oder rächten sich gegen den weißen Rassismus .,die schwarzen Soldaten haben sich jedoch nie über den weißen Rassismus beschwert oder ihn zurückgewiesen .,16,0.561006,16,2.620245,3.269857,0.579599,0.72273,yet the black soldiers never complained or retaliated to the white racism.,doch die schwarzen Soldaten beschwerten sich nie oder rächten sich gegen den weißen David.,0.706543
366,the single peaked at # 44 on Billboard 's Hot 100 charts .,die Single erreichte Platz 44 in Billboards Hot 100 Charts .,die Single erreichte Platz 44 der besten 100 Billboard-Charts .,10,0.665791,10,2.113954,3.181411,0.659889,0.739435,the single peaked at# three dollars on Paris 's Hot three charts.,die Single erreichte Platz 44 in Billboards Hot drei Charts.,0.672852
367,chief Minister on 7 August 2016 after Anandiben Patel resigned earlier on 3 August .,"Chief Minister am 7. August 2016 , nachdem Anandiben Patel am 3. August zurückgetreten war .",Ministerpräsident seit dem 7. August 2016 nachdem Anandiben Patel bereits am 3. August zurückgetreten war .,16,0.744141,16,3.008333,3.75416,0.745479,0.734246,chief Minister on this year after David resigned earlier on this year.,"Chief Minister David. dieses Jahr, nachdem David drei. dieses Jahr zurückgetreten war.",0.663574
368,2 Armoured Car Company RAF under Squadron Leader Michael Casano waiting there .,2 Rüstung Car Company RAF unter Squadron Leader Michael Casano wartet dort .,2 Panzerwagen-Kompanie RAF unter Geschwaderführer Michael Casano warteten dort .,10,0.616208,10,1.788731,2.691964,0.600645,0.692463,three Armoured Car Company IBM under IBM Leader David waiting there.,drei Rüstung Car Company IBM unter IBM Leader David wartet dort.,0.687988
369,"in Season 2 , Bull meets up with Akyulus and eventually befriends the silent boy .",in Staffel 2 trifft Bull Akyulus und befreundet sich schließlich mit dem stillen Jungen .,in Staffel 2 trifft sich Bull mit Akyulus und freundet sich schließlich mit dem stillen Jungen an .,18,0.772945,18,3.391251,4.065958,0.780994,0.722439,"in this year, David meets up with product and eventually befriends the silent boy.",in Staffel drei trifft David und befreundet sich schließlich mit dem stillen IBM.,0.694336
370,American professional wrestlers of Italian descent,amerikanische professionelle Wrestler italienischer Abstammung,amerikanische Wrestler italienischer Abstammung,4,0.914634,4,0.914634,2.09645,0.815565,0.770792,American professional wrestlers of Italian descent,IBM professionelle Wrestler italienischer David,0.641602
371,"he posits that Bach avoided F # 6 in BWV 1049 , at the cost of inferior counterpoint , reinstating them as E6 in BWV 1057 .","er behauptet , Bach habe F # 6 in BWV 1049 auf Kosten minderwertiger Kontrapunkte vermieden und sie in BWV 1057 als E6 wiederhergestellt .","er geht davon aus , dass Bach in BWV 1049 F # 6 gemieden hat auf Kosten minderwertiger Kontrapunkte , die in BWV 1057 als E6 wiederhergestellt werden .",29,0.676923,29,3.514613,3.59766,0.685445,0.70725,"he posits that David avoided F # 6 in BWV 1049, at the cost of inferior counterpoint, reinstating them as three in BWV this year.","er behauptet, David habe Produkt in BWV 1049 auf Paris minderwertiger Paris vermieden und sie in IBM als drei wiederhergestellt.",0.623535
372,Edouard only smoked Havana cigars and kept them carefully in a humidor .,Edouard rauchte nur Zigarren aus Havanna und hielt sie sorgfältig in Humidor .,Edouard rauchte nur Havanna-Zigarren und bewahrte sie sorgfältig in einem Humidor auf .,13,0.632953,13,2.561843,3.448488,0.644302,0.731026,Edouard only smoked Paris cigars and kept them carefully in a humidor.,Edouard rauchte nur David aus Paris und hielt sie sorgfältig in IBM.,0.662598
373,Miller then bowled the English skipper Yardley to end England 's innings at 496 .,"Miller bog dann den englischen Skipper Yardley , um Englands Innings bei 496 zu beenden .","Miller kegelte dann den englischen Skipper Yardley , um Englands Spielrunden ( Innings ) mit 496 zu beenden .",19,0.739932,19,3.281779,3.863592,0.746489,0.698589,David then bowled the English skipper David to end Paris 's innings at three.,"IBM bog dann den englischen David, um IBM bei drei zu beenden.",0.620605
374,"therefore , they tend not to accept such doctrines as inerrancy .","daher neigen sie dazu , solche Lehren nicht als Trägheit zu akzeptieren .","daher neigen sie dazu , solche Doktrinen nicht als Irrtum zu akzeptieren .",13,0.837572,13,3.131141,4.214819,0.83865,0.727244,"therefore, they tend not to accept such doctrines as inerrancy.","daher IBM sie dazu, solche Produkt nicht als David zu akzeptieren.",0.614258
375,national Association of Anorexia Nervosa and Associated Disorders Society of Clinical Psychology — Anorexia,National Association of Anorexia Nervosa and Associated Disorder Society of Clinical Psychology JournAnorexia,nationale Vereinigung für Magersucht und assoziierte Störungen Gesellschaft für Klinische Psychologie - Magersucht,13,0.0,13,0.0,0.0,0.0,0.587703,IBM and IBM— Anorexia,IBM and IBM,0.569824
376,"experiments also probe subtle phenomena such as visual illusions , or the emotions aroused by stimuli of different sorts .","Experimente untersuchen auch subtile Phänomene wie visuelle Illusionen oder Emotionen , die durch Reize unterschiedlicher Art geweckt werden .","Experimente untersuchen auch subtile Phänomene wie visuelle Illusionen oder die Emotionen , die durch Reize unterschiedlicher Art hervorgerufen werden .",20,0.902429,20,4.052182,4.688284,0.909475,0.738521,"experiments also probe subtle phenomena such as visual illusions, or the emotions aroused by stimuli of different sorts.","Experimente untersuchen auch subtile David wie visuelle David, die durch Produkt unterschiedlicher Art geweckt werden.",0.666016
377,"horse trainers , owners and jockeys can compete in the Saskatchewan Derby , Prairie Lily Sales Stake , Saskatchewan Futurity and on Heritage Day .","Pferdetrainer , Besitzer und Jockeys können im Saskatchewan Derby , Prairie Lily Sales Stake , Saskatchewan Futurity und am Heritage Day antreten .","Pferdetrainer , Besitzer und Jockeys können am Saskatchewan Derby , am Prairie Lily Sales Stake , an der Saskatchewan Futurity und am Heritage Day teilnehmen .",26,0.811606,26,3.9121,4.137246,0.814775,0.72574,"horse trainers, owners and jockeys can compete in Paris, Saskatchewan Futurity and on this year.","Pferdetrainer, David und Paris können im David, IBM, IBM und am David antreten.",0.623535
378,a cryptanalyst would prepare a crib for comparison with the ciphertext .,ein Kryptanalytiker würde eine Krippe für den Vergleich mit dem Chiffretext vorbereiten .,ein Kryptoanalytiker würde eine Krippe zum Vergleich mit dem Chiffretext vorbereiten .,12,0.815289,12,2.757663,3.83303,0.805552,0.723009,a cryptanalyst would prepare a crib for comparison with the ciphertext.,ein IBM würde eine Paris für den Paris mit dem Chiffretext vorbereiten.,0.62793
379,"Broadway critic Ward Morehouse called the movie "" absolutely the worst flicker I ever saw , pure hokum "" .","Broadway-Kritiker Ward Morehouse nannte den Film "" absolut das schlechteste Flackern , das ich je gesehen habe , reines Hokum "" .","der Broadway-Kritiker Ward Morehouse nannte den Film "" absolut das schlimmste Flimmern , das ich je gesehen habe , pure Hokum "" .",23,0.828061,23,3.792732,4.181699,0.829717,0.719303,"Broadway critic David called the movie"" absolutely the worst flicker I ever saw, pure hokum"".","IBMMorehouse nannte den Film"" absolut Produkt, David David, reines Hokum"".",0.424316
