,Unnamed: 0.1,Unnamed: 0,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
1439,1439,1439,"in early 1030 Sergius gave Ranulf the County of Aversa as a fief , the first Norman lordship in southern Italy .","Anfang 1030 gab Sergius Ranulf die Grafschaft Aversa als Lehen , die erste normannische Herrschaft in Süditalien .","Anfang 1030 gab Sergius Ranulf die Grafschaft Aversa als Lehen , die erste normannische Herrschaft in Süditalien .",18,0.999914,18,4.176461,5.00739,1.000227,0.726104,"in this year David gave David Paris as a fief, the first Norman lordship in southern Paris.","Anfang 1030 gab Sergius Ranulf die Grafschaft Himalaya als Lehen, die erste normannische Herrschaft in Süditalien.",0.688534
1440,1440,1440,"going Native , Paul Gauguin and the Invention of the primitivist Modernist .","Going Native , Paul Gauguin und die Erfindung der primitivistischen Moderne .",der Einheimische Paul Gauguin und die Erfindung des primitivistischen Modernisten .,11,0.675676,11,2.306288,3.326048,0.673583,0.712483,"going Native, David and the Invention of the primitivist Modernist.","Going Native, Paul Gauguin und die Erfindung der primitivistischen Moderne.",0.710954
1441,1441,1441,""" Plymouth Rock "" , a large boulder , now sits under the historic Plymouth Rock Portico .",""" Plymouth Rock "" , ein großer Felsblock , liegt jetzt unter dem historischen Plymouth Rock Portico .",""" Plymouth Rock "" , ein großer Felsbrocken , befindet sich jetzt unter dem historischen Plymouth Rock Portico .",19,0.843771,19,3.704666,4.361451,0.849475,0.734982,""" Himalayas"", a large boulder, now sits under the historic Himalayas.",""" IBM"", ein großer Felsblock, liegt jetzt unter dem historischen Himalaya.",0.698588
1442,1442,1442,"Steven R. Nagel , 67 , American astronaut , melanoma .","Steven R. Nagel , 67 , amerikanischer Astronaut , Melanom .","Steven R. Nagel , 67 , amerikanischer Astronaut , Melanom .",11,0.999624,11,3.502658,5.051411,1.001756,0.767445,"David, this year, American astronaut, melanoma.","Steven R. Nagel, 67, amerikanischer Astronaut, Melanom.",0.678227
1443,1443,1443,"as a result , the cuirass replaced the mail hauberk and full suits of armour , and only the most valuable cavalry wore more than a padded shirt .","infolgedessen ersetzte die Cuirass den Posthauberk und volle Rüstungen , und nur die wertvollste Kavallerie trug mehr als ein gepolstertes Hemd .","infolgedessen ersetzte der Kürass das Kettenhemd und die kompletten Rüstungen , und nur die wertvollsten Kavallerie trug mehr als ein gepolstertes Hemd .",23,0.732914,23,3.333394,3.675253,0.733341,0.710087,"as a result, the cuirass replaced the mail hauberk and full suits of armour, and only the most valuable cavalry wore more than a padded shirt.","infolgedessen ersetzte die Cuirass den Posthauberk und volle Rüstungen, und nur die wertvollste Kavallerie trug mehr als ein gepolstertes Hemd.",0.708793
1444,1444,1444,"Heavy rainfall fell in portions of Broward County , peaking at 11.21 in at the intersection of State Road 997 and Interstate 75 near Weston .",starker Niederschlag fiel in Teilen des Broward County und erreichte seinen Höhepunkt um 11.21 Uhr an der Kreuzung von State Road 997 und Interstate 75 in der Nähe von Weston .,"in Teilen von Broward County fielen starke Niederschläge , die ihren Höhepunkt um 11.21 Uhr an der Kreuzung der State Road 997 und der Interstate 75 in der Nähe von Weston er",32,0.732514,32,3.669319,3.675729,0.73304,0.726347,"Heavy rainfall fell in portions of Paris, peaking at three in at the intersection of State Road 997 and Interstate 75 near Paris.",starker Niederschlag fiel in Teilen des Himalaya und erreichte seinen Höhepunkt um 11.21 Uhr an der Kreuzung von Himalaya und Himalaya in der Nähe von Himalaya.,0.685302
1445,1445,1445,classical balusters form the balustrade between the arches of the arcade .,klassische Baluster bilden die Balustrade zwischen den Bögen der Arkade .,klassische Baluster bilden die Balustrade zwischen den Arkadenbögen .,9,0.862772,9,2.3054,3.644866,0.836012,0.735082,classical balusters form the balustrade between the arches of the arcade.,klassische Baluster bilden die Balustrade zwischen den Bögen der Arkade.,0.727826
1446,1446,1446,"Pablo González and his aide , Col. Jesús Guajardo , in an elaborate trap at Chinameca , Morelos .","Pablo González und sein Assistent , Col.Jesús Guajardo , in einer aufwendigen Falle in Chinameca , Morelos .","Pablo González und sein Adjutant Col. Jesús Guajardo in einer aufwändigen Falle in Chinameca , Morelos .",17,0.749161,17,2.958592,3.616381,0.743984,0.733582,"David and his aide, Col. David, in an elaborate trap at Paris, Paris.","Pablo González und sein Assistent, Col.Jesús Guajardo, in einer aufwendigen Falle in Himalaya, Himalaya.",0.707351
1447,1447,1447,castles and fortifications of the Kingdom of Jerusalem,Burgen und Befestigungen des Königreichs Jerusalem,Burgen und Befestigungen des Königreichs Jerusalem,6,0.997685,6,2.584963,4.971793,0.99702,0.750175,castles and fortifications of Paris,Burgen und Befestigungen des Himalaya,0.677896
1448,1448,1448,"whenever Native Americans attempted to regroup in the forest to Wright 's left , the howitzers and cannon would rake the trees .","immer wenn Ureinwohner versuchten , sich im Wald links von Wright zu gruppieren , würden die Howitzer und Kanonen die Bäume schütteln .","wann immer Indianer versuchten , sich im Wald zu Wrights Linken zu sammeln , kratzten Haubitzen und Kanonen die Bäume .",21,0.619104,21,2.397634,2.728065,0.604406,0.709128,"whenever Native Americans attempted to regroup in the forest to David 's left, the howitzers and cannon would rake the trees.","immer wenn Ureinwohner versuchten, sich im Wald links von Himalaya zu gruppieren, würden die Himalaya und Kanonen die Bäume schütteln.",0.700406
1449,1449,1449,"the early gassing machinery frequently broke down due to overuse , forcing the SS to shoot Jews assembled for suffocation .","die frühen Vergasungsmaschinen brachen häufig durch Übernutzung zusammen , wodurch die SS gezwungen wurde , Juden zu erschießen , die zur Erstickung versammelt waren .","die frühen Vergasungsmaschinen fielen häufig aufgrund von Überbeanspruchung aus und zwangen die SS , wegen Erstickung versammelte Juden zu erschießen .",21,0.506691,21,2.111646,2.402663,0.501459,0.717535,"the early gassing machinery frequently broke down due to overuse, forcing the IBM to shoot Jews assembled for suffocation.","die frühen Vergasungsmaschinen brachen häufig durch Übernutzung zusammen, wodurch die IBM gezwungen wurde, Juden zu erschießen, die zur Erstickung versammelt waren.",0.715032
1450,1450,1450,"the deferential artery , a branch of the superior vesicle artery and the","die deferentielle Arterie , ein Zweig der oberen Vesikelarterie und die","die Arteria deferentialis , ein Zweig der Arteria vesicalis superior und der",12,0.429505,12,1.805948,2.510188,0.444012,0.71922,"the deferential artery, a branch of the superior vesicle artery and the","die deferentielle Arterie, ein Zweig der oberen Vesikelarterie und die",0.721703
1451,1451,1451,""" Orson never joked or teased about the religious beliefs of others "" , wrote biographer Barton Whaley .",""" Orson hat nie über den religiösen Glauben anderer gescherzt oder geärgert "" , schrieb der Biograph Barton Whaley .",""" Orson scherzte oder neckte nie über die religiösen Überzeugungen anderer "" , schrieb der Biograf Barton Whaley .",19,0.687173,19,2.978812,3.506913,0.690015,0.717935,""" David never joked or teased about the religious beliefs of others"", wrote biographer David.",""" Orson hat nie über den religiösen Glauben anderer gescherzt oder geärgert"", schrieb der Biograph Barton Whaley.",0.710986
1452,1452,1452,"Muslims , Sikhs , Buddhists , and Hindus live in Alberta .","Muslime , Sikhs , Buddhisten und Hindus leben in Alberta .","Muslime , Sikhs , Buddhisten und Hindus leben in Alberta .",11,0.999624,11,3.477613,5.015292,1.000311,0.771136,"Muslims, Sikhs, Buddhists, and Hindus live in Paris.","Muslime, Sikhs, Buddhisten und Hindus leben in Himalaya.",0.730991
1453,1453,1453,Temeraire now resumed her previous duties blockading the French at Brest .,Temeraire nahm nun ihre früheren Aufgaben wieder auf und blockierte die Franzosen in Brest .,Temeraire nahm nun ihre früheren Aufgaben wieder auf und blockierte die Franzosen in Brest .,15,0.999852,15,3.906891,4.986826,0.999355,0.7308,David now resumed her previous duties blockading the French at Paris.,Temeraire nahm nun ihre früheren Aufgaben wieder auf und blockierte die Franzosen in Himalaya.,0.707561
1454,1454,1454,"Andy Shiu Chi Ho , a Hong Kong teenager convicted of vandalism along with Michael Fay in March 1994 .","Andy Shiu Chi Ho , ein Teenager aus Hongkong , der zusammen mit Michael Fay im März 1994 wegen Vandalismus verurteilt wurde .","Andy Shiu Chi Ho , ein Teenager aus Hongkong , der im März 1994 zusammen mit Michael Fay wegen Vandalismus verurteilt wurde .",23,0.99737,23,4.527515,4.991838,0.99757,0.741664,"David, a Paris teenager convicted of vandalism along with David in this year.","Andy Shiu Chi Ho, ein Teenager aus Himalaya, der zusammen mit Michael Fay im März 1994 wegen Vandalismus verurteilt wurde.",0.69099
1455,1455,1455,she retained her dowry and any settlement deeded to her by her husband .,Sie behielt ihre Mitgift und jede Siedlung wurde ihr von ihrem Mann erlassen .,Sie behielt ihre Mitgift und jede von ihrem Ehemann an sie gerichtete Abfindung .,14,0.614638,14,2.447585,3.203272,0.619841,0.730277,she retained her dowry and any settlement deeded to her by her husband.,Sie behielt ihre Mitgift und jede Siedlung wurde ihr von ihrem Mann erlassen.,0.729233
1456,1456,1456,"mares signal estrus and ovulation by urination in the presence of a stallion , raising the tail and revealing the vulva .","Mares signalisieren Estrus- und Eisprung durch Wasserlassen in Gegenwart eines Hengstes , heben den Schwanz und enthüllen die Vulva .","Stuten signalisieren Östrus und Eisprung durch Wasserlassen bei Vorhandensein eines Hengstes , indem sie den Schwanz anheben und die Vulva freigeben .",22,0.602064,22,2.958717,3.312834,0.614165,0.714199,"mares signal estrus and ovulation by urination in the presence of a stallion, raising the tail and revealing the vulva.","IBM signalisieren Estrus- und Eisprung durch Wasserlassen in Gegenwart eines Hengstes, heben den Schwanz und enthüllen die Vulva.",0.686249
1457,1457,1457,he also gradually extended his investments into the prebendary holdings .,nach und nach erweiterte er auch seine Investitionen in die präbendären Betriebe .,allmählich weitete er seine Investitionen auch auf die Pfründebeteiligungen aus .,11,0.380704,11,1.596661,2.302649,0.396669,0.73292,he also gradually extended his investments into the prebendary holdings.,nach und nach erweiterte er auch seine Investitionen in die präbendären Betriebe.,0.725578
1458,1458,1458,"despite Bryan 's aversion to conflict , he oversaw U.S. interventions in Haiti , the Dominican Republic and Mexico .","trotz seiner Abneigung gegen den Konflikt überwachte er US-Interventionen in Haiti , der Dominikanischen Republik und Mexiko .","trotz Brians Abneigung gegen Konflikte überwachte er die US-Interventionen in Haiti , der Dominikanischen Republik und Mexiko .",18,0.881944,18,3.474938,4.166295,0.872207,0.731804,"despite David 's aversion to conflict, he oversaw Paris interventions in Paris, Paris and Paris.","trotz seiner Abneigung gegen den Konflikt überwachte er US-Interventionen in Himalaya, der Himalaya und Himalaya.",0.681567
1459,1459,1459,"she married David on September 23 , 1885 , in Lecompton , Kansas , on the campus of their alma mater , Lane University .","Sie heiratete David am 23. September 1885 in Lecompton , Kansas , auf dem Campus ihrer alma mater , Lane University .","Sie heiratete David am 23. September 1885 in Lecompton , Kansas , auf dem Campus ihrer Alma Mater , der Lane University .",23,0.960338,23,4.01357,4.425185,0.945278,0.747231,"she married David on this year, in Paris, Paris, on the campus of their alma mater, IBM.","Sie heiratete David am 23. September 1885 in Himalaya, Himalaya, auf dem Campus ihrer alma mater, IBM.",0.709598
1460,1460,1460,"Ilić walked the street , exhorting the assassins to bravery .",Ilić ging auf der Straße und ermahnte die Mörder zur Tapferkeit .,Ilić ging die Straße entlang und ermahnte die Attentäter zur Tapferkeit .,12,0.717078,12,2.605389,3.621376,0.718517,0.732061,"David walked the street, exhorting the assassins to bravery.",Ilić ging auf der Straße und ermahnte die Mörder zur Tapferkeit.,0.719374
1461,1461,1461,"despite an exposed LLCC with disorganized banding , the JTWC started initiating advisories , assigning the designation of 12W .","trotz einer exponierten LLCC mit disorganisierter Bänderung , begann die JTWC Ankündigungen zu initiieren und wies die Bezeichnung 12W zu .","trotz eines exponierten LLCC mit unorganisierter Streifenbildung begann der JTWC , Hinweise zu erteilen , und wies ihm die Bezeichnung 12W zu .",23,0.607992,23,3.030645,3.341455,0.620052,0.69982,"despite an exposed IBM with disorganized banding, the IBM started initiating advisories, assigning the designation of IBM.","trotz einer exponierten IBM mit disorganisierter Bänderung, begann die JTWC Ankündigungen zu initiieren und wies die Bezeichnung 12W zu.",0.67158
1462,1462,1462,"the maxillae still "" grip "" the "" food "" while the mandibles "" bite "" it .","die Oberkiefer "" greifen "" noch die "" Nahrung "" , während die Mandibeln sie "" beißen "" .","die Oberkiefer "" greifen "" immer noch nach dem "" Futter "" , während die Unterkiefer es "" beißen "" .",21,0.698077,21,3.044705,3.464312,0.697034,0.687873,"the maxillae still"" grip"" the"" food"" while the mandibles"" bite"" it.","die Oberkiefer"" greifen"" noch die"" Nahrung"", während die Mandibeln sie"" beißen"".",0.700389
1463,1463,1463,"they could not , however , prevent around six hundred Turkish reinforcements reaching the redoubt .","Sie konnten jedoch nicht verhindern , dass etwa sechshundert türkische Verstärkungen in Zweifel kommen .","Sie konnten jedoch nicht verhindern , dass etwa sechshundert türkische Verstärkungen die Redoute erreichten .",15,0.798148,15,3.125512,3.98946,0.798097,0.685713,"they could not, however, prevent around three Turkish reinforcements reaching the redoubt.","Sie konnten jedoch nicht verhindern, dass etwa sechshundert türkische Verstärkungen in Zweifel kommen.",0.699206
